STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10,CAT23,CAT29
31,C003000815     ,1,4,1,00008,0,04,059,0,'STREAM                  ',,'TOWNSHIP ROAD     ','1.4N 1.1E GRAFTON        ',99.99,0,0,0000000000,0,40391800,097411800,30,3,02,02,09,1948,1,0,10,2003,0,5.2,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,2,0,4.8,5.8,8.5,0,0,4.8,4.9,99.99,N,0,N,0,0,5,5,5,4,N,1,24.5,1,14.5,4,8,N,3,4,5,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,3,,0,0,0,8,7,0,0,0,0,1,Y,4,17,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,47.6,0,F,5,41.65
31,C003000815P    ,1,4,1,000P8,0,04,059,0,'INDIAN CREEK            ',,'FARM DRIVE        ','3E 1.5N FAIRMONT         ',99.99,0,0,0000000000,0,40393000,097311200,30,3,02,02,09,1979,2,0,20,2003,4,9.4,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,02,0,00,1,0,7.3,9.1,9.4,0,0,7.3,7.5,99.99,N,0,N,0,0,8,7,7,5,N,1,26.3,1,15.4,4,6,N,5,5,6,34,1,9.4,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,34,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,69.1,0,G,7,70.5
31,C003000820     ,1,4,1,00008,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','.9N FAIRMONT             ',99.99,0,0,0000000000,0,40391800,097350000,30,3,02,02,09,1940,2,0,50,2003,0,9.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,7,7.3,0,0,8.5,8.7,99.99,N,0,N,0,0,5,6,5,6,N,1,49,1,29.9,5,7,N,5,6,7,34,1,7.3,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,1984,1,1,0,0,0,0,1,Y,5,85,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,83.6,0,F,5,63.51
31,C003000825     ,1,4,1,00008,0,04,059,0,'INDIAN CREEK            ',,'COUNTY HIGHWAY    ','1N 3.2E  FAIRMONT        ',99.99,0,0,0000000000,0,40391800,097311200,30,3,02,02,09,1918,2,0,40,2003,0,7.3,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,19,0,00,1,0,6.1,7.6,8.2,0,0,6.1,6.1,99.99,N,0,N,0,0,N,N,N,5,3,0,18.1,0,10.9,3,5,N,1,5,6,31,1,8.2,1117,24,N  ,N  ,Y24,,,0101,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,4,68,2033,,N,5/23/2018,B,A ,,,,,,,,,1,,38.8,1,P,3,50.02
31,C003001005     ,1,4,1,00010,0,04,059,0,'SCHOOL CREEK            ',,'COUNTY HIGHWAY    ','.4N 5.4W GRAFTON         ',99.99,0,0,0000000000,0,40382400,097492400,30,3,02,02,09,1935,2,0,15,2003,0,6.4,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,03,0,00,1,0,5.5,11.9,12.5,0.1,0.1,5.5,5.8,99.99,N,0,N,0,0,5,4,4,5,N,1,12.7,1,8.2,2,4,N,0,6,6,31,1,12.5,817,24,Y24,N  ,N  ,0817,,,0,0,0,2011,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,3,25,2033,,N,5/23/2018,B,A ,,,,,,,,,1,,32.9,1,P,4,72.5
31,C003001105     ,1,4,1,02725,0,04,059,0,'STREAM                  ',,'FAS 2725          ','WJCT US81/N74 7W 3.5S    ',99.99,0.76,0,0000000000,0,40222555,097434520,30,3,02,02,07,1965,2,0,285,2011,0,9.8,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,2,0,10.1,3,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,0,32.7,0,21.8,6,N,N,5,5,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,285,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,87.3,0,G,7,65.66
31,C003001115     ,1,4,1,02725,0,04,059,0,'TURKEY CREEK            ',,'FAS 2725          ','SJCT US81/N41 7W .6S     ',99.99,2.177,0,0000000000,0,40300456,097434339,30,3,02,02,07,2006,2,0,135,2011,5,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,01,0,00,3,0,8.5,12.2,30.5,0,0,8.5,9.3,99.99,N,0,N,0,0,9,8,8,9,N,1,58.1,1,34.5,8,6,N,5,9,8,31,1,12.2,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,165,2033,,N,5/23/2018,B,K*,,H100,2725005,0,11,11,,,0,,94.8,0,G,8,283.65
31,C003001120     ,1,4,1,00011,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','.5W 5.8S GRAFTON         ',99.99,0,0,0000000000,0,40322400,097434200,30,3,02,02,09,1935,2,0,45,2003,0,8.5,0,0,0,0,0,0,0,5,0,0,0,P,1,5,7,02,0,00,4,0,5.9,4.3,16.8,0.2,0.2,5.9,6.3,99.99,N,0,N,0,0,5,6,4,6,N,2,26.3,2,13.6,4,4,N,5,4,6,31,1,16.8,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,63,2033,,N,5/23/2018,B,A ,,,,,,,,,1,,36.2,1,P,4,105.84
31,C003001121     ,1,4,1,00011,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','0.5W 3.75S OF GRAFTON    ',99.99,0,0,0000000000,0,40341500,097434200,30,3,02,02,09,2003,2,0,45,1997,5,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,8.5,3,9.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,9,9,0,32.7,0,21.8,6,N,N,5,9,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,76,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.7,0,G,9,79.9
31,C003001122     ,1,4,1,00011,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','1.5N .75W GRAFTON        ',99.99,0,0,0000000000,0,40390000,097434200,30,3,02,02,09,1982,2,0,35,1997,5,7.9,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,2,0,7.9,3,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,0,32.7,0,21.8,6,N,N,5,8,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,59,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.7,0,G,8,52.93
31,C003001123     ,1,4,1,00011,0,04,059,0,'SCHOOL CREEK            ',,'COUNTY HIGHWAY    ','1W 4.7N GRAFTON          ',99.99,0,0,0000000000,0,40413000,097434200,30,3,02,02,09,1987,2,0,35,2003,2,7.3,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,5.9,11.9,12.8,0,0,5.9,6.1,99.99,N,0,N,0,0,5,7,7,6,N,1,34.5,1,20.9,6,4,N,5,5,4,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,59,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,74.2,0,F,5,78.08
31,C003001125     ,1,4,1,00011,0,04,059,0,'W FK BIG BLUE RIVER     ',,'TOWNSHIP ROAD     ','1W 5N GRAFTON            ',99.99,0,0,0000000000,0,40414800,097434800,30,3,02,02,09,1918,2,0,35,2003,0,6.1,0,0,0,0,0,0,0,1,0,0,0,P,1,5,1,19,0,00,1,0,6.2,15.2,15.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,4,3,0,2.7,0,0.9,2,N,N,0,5,5,31,1,15.8,1114,24,N  ,N  ,Y24,,,1117,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,4,59,2033,,N,5/23/2018,B,A ,,,,,,,,,1,*,38.8,1,P,3,96.38
31,C003001305     ,1,4,1,00013,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','.6E 3S SHICKLEY          ',99.99,0,0,0000000000,0,40214800,097423600,30,3,02,02,09,1993,2,0,40,2003,5,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,8.5,2.4,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,0,32.7,0,21.8,6,N,N,5,7,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,68,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.7,0,G,8,64.6
31,C003001310     ,1,4,1,00013,0,04,059,0,'TURKEY CREEK            ',,'COUNTY HIGHWAY    ','.6S 5W GENEVA            ',99.99,0,0,0000000000,0,40303600,097423600,30,3,02,02,09,1966,2,0,30,2003,0,7.3,0,0,0,1,0,0,0,5,0,0,0,P,1,5,3,02,0,00,2,0,6.7,11.9,24.4,0,0,6.7,6.7,99.99,N,0,N,0,0,7,7,7,6,N,1,20.9,1,12.7,4,5,N,3,5,7,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,51,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,65.5,0,G,7,163.48
31,C003001315     ,1,4,1,02725,0,04,059,0,'STREAM                  ',,'FAS 2725          ','NJCT US81/N41 6W 1.1N    ',99.99,2.758,0,0000000000,0,40322400,097423600,30,3,02,02,07,1977,2,0,60,2011,0,9.8,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,6.7,7.3,0,0,8.7,8.7,99.99,N,0,N,0,0,6,5,5,6,N,1,30.8,1,18.1,5,7,N,5,6,8,,,,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,3,60,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,64.3,0,F,5,63.51
31,C003001320     ,1,4,1,02725,0,04,059,0,'STREAM                  ',,'FAS 2725          ','JCT US6/US81 6W 1.5N     ',99.99,4.076,0,0000000000,0,40393000,097423600,30,3,02,02,07,2000,2,0,70,2011,5,7.3,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,7.3,3,9.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,9,9,0,32.7,0,21.8,6,N,N,5,9,8,31,1,6.4,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,75,2033,,N,5/23/2018,B,K*,,Q100,2725004,0,09,09,,,0,*,88.7,0,G,9,68.62
31,C003001325     ,1,4,1,02725,0,04,059,0,'W FK BIG BLUE RIVER     ',,'FAS 2725          ','JCT US6/US81 6W 3.5N     ',99.99,4.402,0,0000000000,0,40411308,097423575,30,3,02,02,07,1984,2,0,70,2011,4,8.5,0,20,0,1,1,1,1,5,0,0,0,A,1,5,2,01,0,00,3,0,8.6,14.6,37.2,0,0,8.6,9.3,99.99,N,0,N,0,0,8,8,7,6,N,1,53.5,1,31.8,7,7,N,5,6,7,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,70,2033,,N,5/23/2018,B,K*,,1140,2725001,2,09,09,,,0,,99.7,0,G,7,345.96
31,C003001405     ,1,4,1,00014,0,04,059,0,'INDIAN CREEK            ',,'COUNTY HIGHWAY    ','1.4S 1E FAIRMONT         ',99.99,0,0,0000000000,0,40364200,097331800,30,3,02,02,09,1979,2,0,45,2003,0,8.8,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,2,0,4.9,3.7,7.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.7,0,21.8,6,N,N,5,7,7,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,76,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.7,0,G,7,64.24
31,C003001505     ,1,4,1,00015,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','2E 1.7N SHICKLEY         ',99.99,0,0,0000000000,0,40265400,097412400,30,3,02,02,09,1917,2,0,25,2003,0,8.5,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,19,0,00,1,0,8.5,6.1,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,3,0,10.9,0,6.4,2,N,N,0,5,6,31,1,6.4,1114,24,N  ,N  ,Y24,,,1117,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,5,42,2033,,N,5/23/2018,B,A ,,,,,,,,,1,*,39.9,1,P,3,54.4
31,C003001510     ,1,4,1,00015,0,04,059,0,'TURKEY CREEK            ',,'COUNTY HIGHWAY    ','4W .1S GENEVA            ',99.99,0,0,0000000000,0,40312400,097412400,30,3,02,02,09,1964,2,0,35,2003,0,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,2,0,6.5,7.9,14.9,0,0,6.6,6.7,99.99,N,0,N,0,0,6,7,7,5,N,1,89.8,1,66.2,7,5,N,5,6,7,31,1,14.3,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,6,8,0,0,0,0,1,Y,5,59,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,90.9,0,F,6,99.83
31,C003001520     ,1,4,1,00015,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','1E 1.6N GRAFTON          ',99.99,0,0,0000000000,0,40393000,097412400,30,3,02,02,09,1969,1,0,10,2003,0,6.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,03,0,00,1,0,4.8,9.4,9.8,0,0,4.8,4.9,99.99,N,0,N,0,0,7,5,5,5,N,1,18.1,1,10.9,4,8,N,1,6,6,34,1,9.8,817,24,Y24,N  ,N  ,0817,,,0,0,0,2011,,,,0,N,1,,0,0,0,8,7,0,0,0,0,1,Y,3,17,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,41.8,0,F,5,48.02
31,C003001525     ,1,4,1,00015,0,04,059,0,'W FK BIG BLUE RIVER     ',,'COUNTY HIGHWAY    ','1E 3.2N GRAFTON          ',99.99,0,0,0000000000,0,40405400,097413000,50,3,02,02,09,2004,2,0,30,2003,5,8.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,01,0,00,3,0,8.5,17.1,43.3,0,0,8.5,9.3,99.99,N,0,N,0,0,9,9,9,8,N,1,62.6,1,37.2,9,7,N,5,8,8,31,1,27.7,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,51,2033,,N,5/23/2018,B,K*,,H120,7030028,0,11,11,,,0,,99.9,0,G,9,402.69
31,C003001605     ,1,4,1,00016,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','3W 2.3S GRAFTON          ',99.99,0,0,0000000000,0,40354800,097464800,30,3,02,02,09,1990,2,0,15,1997,5,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,8.5,2.4,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,9,0,32.7,0,21.8,6,N,N,5,9,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,25,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.7,0,G,9,67.15
31,C003001702     ,1,4,1,00017,0,04,059,0,'STREAM                  ',,'RD 9              ','2E OF SHICKLEY           ',99.99,0,0,0000000000,0,40251676,097401930,0,3,02,02,09,2016,2,0,50,2003,A,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,8.5,3,9.9,0,0,8.5,12.8,99.99,N,0,N,0,0,N,N,N,8,9,3,57.2,3,43.5,9,7,N,5,7,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,85,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,100,0,G,9,126.72
31,C003001705     ,1,4,1,00017,0,04,059,0,'TURKEY CREEK            ',,'COUNTY HIGHWAY    ','3W GENEVA                ',99.99,0,0,0000000000,0,40320000,097401800,30,3,02,02,09,1926,2,0,50,2003,0,7.9,0,35,0,0,0,0,0,5,0,0,0,P,1,5,1,11,0,00,1,0,5.7,13.7,14.3,0,0,5.7,5.8,99.99,N,0,N,0,0,N,4,4,4,N,0,20.9,0,11.8,4,4,N,3,4,6,31,1,14.3,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,4,85,2033,,N,5/23/2018,B,A ,,L11E,7030032,0,11,15,,,1,,33.7,1,P,4,82.94
31,C003001710     ,1,4,1,00017,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','3W .8N GENEVA            ',99.99,0,0,0000000000,0,40325400,097401800,30,3,02,02,09,1923,2,0,50,2003,0,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,11,0,00,1,0,5.5,12.2,12.8,0,0,5.5,5.9,99.99,N,0,N,0,0,N,5,5,5,N,0,21.8,0,12.7,4,4,N,4,5,6,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,5,85,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,48.4,0,F,5,75.52
31,C003001715     ,1,4,1,00017,0,04,059,0,'STREAM                  ',,'COUNTY HIGHWAY    ','2E 2.9N GRAFTON          ',99.99,0,0,0000000000,0,40402400,097401800,30,3,02,02,09,1978,2,0,60,2003,0,9.4,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,2,0,10.1,3.7,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,6,0,32.7,0,21.8,6,N,N,5,5,7,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,102,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,87.7,0,F,6,74.26
31,C003001720     ,1,4,1,00017,0,04,059,0,'W FK BIG BLUE RIVER     ',,'COUNTY HIGHWAY    ','2E 3.4N GRAFTON          ',99.99,0,0,0000000000,0,40404200,097401800,30,3,02,02,09,2002,2,0,40,2003,5,7.9,0,10,0,1,1,1,1,5,0,0,0,A,1,5,4,02,0,00,3,0,8.5,24.4,58.8,0,0,8.5,9.2,99.99,N,0,N,0,0,9,9,9,9,N,1,67.1,1,40.8,9,7,N,5,9,8,31,1,55.8,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,68,2033,,N,5/23/2018,B,K*,,Q110,7030027,0,10,10,,,0,,99.9,0,G,9,540.96
31,C003001805     ,1,4,1,07600,0,04,059,0,'STREAM                  ',,'COLL 7600         ','3.8S .4E EXETER          ',99.99,4.118,0,0000000000,0,40345400,097260000,30,3,02,02,08,1950,2,0,75,1998,0,9.1,0,30,0,1,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,11.6,11.9,0,0,8.5,8.7,99.99,N,0,N,0,0,7,7,6,6,N,1,54.4,1,32.7,6,7,N,5,7,8,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,1986,1,1,0,0,0,0,1,Y,4,127,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,97.9,0,F,6,103.53
31,C003001905     ,1,4,1,00019,0,04,059,0,'DRY SANDY CREEK         ',,'COUNTY HIGHWAY    ','3.5E .8S SHICKLEY        ',99.99,0,0,0000000000,0,40234800,097391200,30,3,02,02,09,1935,2,0,35,2003,0,8.2,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,10.4,3,9.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.7,0,21.8,6,N,N,5,7,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,1979,N,N,N,N,0,0,1,Y,8,59,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.7,0,G,7,77.08
31,C003001910     ,1,4,1,07667,0,04,059,0,'TURKEY CREEK            ',,'COLL 7667         ','2W .3N GENEVA            ',99.99,3.098,0,0000000000,0,40323000,097391200,30,3,02,02,08,1978,2,0,70,1998,0,8.5,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,02,0,00,2,0,8.5,11.9,24.1,0,0,8.5,8.7,99.99,N,0,N,0,0,7,7,7,6,N,1,46.3,1,27.2,6,7,N,5,7,8,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,119,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,94,0,G,7,209.67
31,C003001915     ,1,4,1,07667,0,04,059,0,'TRIB TO TURKEY CREEK    ',,'COLL 7667         ','2W 1N GENEVA             ',99.99,3.219,0,0000000000,0,40331236,097391053,30,3,02,02,08,2011,2,0,70,1998,A,8.5,0,45,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,2,0,8.5,4.3,8.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,9,9,0,41.7,0,32.7,9,N,N,5,8,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,77,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,9,74.8
31,C003002010     ,1,4,1,07600,0,04,059,0,'STREAM                  ',,'COLL 7600         ','3N 1.5E OF GENEVA        ',99.99,2.803,0,0000000000,0,40340600,097340000,30,3,02,02,08,1989,2,0,90,1998,5,8.5,0,30,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,8.5,1.8,7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,0,32.7,0,21.8,6,N,N,5,6,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,153,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.6,0,G,8,59.5
31,C003002015     ,1,4,1,07600,0,04,059,0,'STREAM                  ',,'COLL 7600         ','2.1N 1.4E GENEVA         ',99.99,2.829,0,0000000000,0,40340600,097335400,30,3,02,02,08,1926,2,0,90,1998,0,9.1,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,11,0,00,1,0,9.8,6.1,6.7,0,0,9.8,9.8,99.99,N,0,N,0,0,N,4,4,4,N,0,19.1,0,10.9,4,8,N,2,4,7,31,1,6.7,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,5,153,2033,,N,5/23/2018,B,A ,,,,,,,,,1,,40.6,1,P,4,65.66
